name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
Machine Learning,-0.971364865740063,Artificial Neural Networks,"Artificial Neural Networks, Supervised Learning, Image Analysis, NumPy, Scikit Learn (Machine Learning Library), Regression Analysis, Pandas (Python Package), Machine Learning, Matplotlib, Deep Learning, Unstructured Data, Natural Language Processing, Performance Tuning, Tensorflow, Text Mining, Python Programming",40,"Learn to frame real-world challenges as machine learning problems. 
Gain hands-on experience using Python to build and e",Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,Artificial Neural Networks; Supervised Learning; Image Analysis; NumPy; Scikit Learn (Machine Learning Library),Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,1.1596331209579491,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,-0.971364865740063,1.0440665293230929,0.05,80
Fundamentals of Natural Language Processing,-1.6149369941014122,Machine Learning,"Machine Learning, Deep Learning, Statistical Modeling, Data Processing, Supervised Learning, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Unstructured Data, Text Mining, Probability & Statistics, Regression Analysis, Natural Language Processing",49,"Analyze corpora to develop effective lexicons using subword tokenization.
Analyze corpora to develop effective lexicons ",Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Machine Learning; Deep Learning; Statistical Modeling; Data Processing; Supervised Learning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,-1.6149369941014122,2.2311737350600542,0.1,36
Aromatherapy: Clinical Use of Essential Oils,-0.3921499502148488,Stress Management,"Stress Management, Pain Management, Patient Safety, Science and Research, Clinical Practices, Regulatory Compliance, Nursing Practices, Patient Education And Counseling, Clinical Research, Contraindication",61,"Describe the current and potential role of aromatherapy in health and healthcare.
Describe the current and potential rol",Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Stress Management; Pain Management; Patient Safety; Science and Research; Clinical Practices,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,-0.3921499502148488,-0.3067796013431045,0.034482758620689655,30
Understanding child development: from synapse to society,0.4444938166549051,Developmental Disabilities,"Developmental Disabilities, Systems Thinking, Cultural Diversity, Speech Language Pathology, Neurology, Child Development, Human Development, Pediatrics, Research",59,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Developmental Disabilities; Systems Thinking; Cultural Diversity; Speech Language Pathology; Neurology,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.7325421346843926,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,0.4444938166549051,-0.6941975933631721,0.023809523809523808,9
Introduction to Ableton Live,1.0880659450162542,Editing,"Editing, Music, Technical Support, Automation, Creativity, File Management",56,"Navigate Ableton Live
Navigate Ableton Live
Program MIDI drums and instruments
Program MIDI drums and instruments
Record",Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Editing; Music; Technical Support; Automation; Creativity,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-1.543474387102539,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1.0880659450162542,-0.987713111265168,0.019230769230769232,18
When Disaster Meets Conflict,-1.2931509299207375,Community Development,"Community Development, Ethical Standards And Conduct, International Relations, Emergency Response, Conflict Management, Case Studies, Risk Analysis, Research, Mitigation, Climate Change Adaptation, Risk Management, Crisis Intervention, Policy Development, Socioeconomics, Policy Analysis",79,Not Specified,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Community Development; Ethical Standards And Conduct; International Relations; Emergency Response; Conflict Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.8893223701519004,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,-1.2931509299207375,1.6376201321915738,0.06666666666666667,45
The Teacher's Social and Emotional Learning,-0.7139360143955233,Relationship Building,"Relationship Building, Growth Mindedness, Self-Awareness, Resilience, Persistence, Empathy, Teaching",56,"Explore the place of sadness and related emotions in teaching
Explore the place of sadness and related emotions in teach",Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Relationship Building; Growth Mindedness; Self-Awareness; Resilience; Persistence,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.2731636362964902,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2,-0.7139360143955233,-0.46454887796762884,0.041666666666666664,35
Sustainability Challenges for the Planet and Employers,0.12270775247423055,Environmental Engineering,"Environmental Engineering, Waste Minimization, Student Engagement, Sustainable Architecture, Interactive Learning, Climate Change Adaptation, Environmental Issue, Sustainability Reporting, Sustainability Standards, Business Communication, Sustainable Technologies, Training Programs, Goal Setting, Sustainable Development, Professional Development, Key Performance Indicators (KPIs), Sustainable Business, Construction, Problem Solving, Corporate Sustainability",31,Not Specified,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Environmental Engineering; Waste Minimization; Student Engagement; Sustainable Architecture; Interactive Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,2.2408761241821447,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2,0.12270775247423055,0.2740510445207396,0.02702702702702703,100
Data Interpretation & Insights: Exam & Recruitment Prep,0.8306370936717146,Analytical Skills,"Analytical Skills, Deductive Reasoning, Data Presentation, Data Analysis, Decision Making, Data-Driven Decision-Making, Data Visualization, Numerical Analysis, Data Literacy, Logical Reasoning, Complex Problem Solving, Case Studies",60,"Solve any Data Interpretation or Data Sufficiency question in competitive tests
Solve any Data Interpretation or Data Su",Introduces key concepts and practical applications of None.,Math And Logic,High,High,Intermediate,Math And Logic,Analytical Skills; Deductive Reasoning; Data Presentation; Data Analysis; Decision Making,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.07839011773375393,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.8306370936717146,-0.5882058785652291,0.020833333333333332,36
Representation in Clinical Trials,-0.32779273737871384,Diversity Equity and Inclusion Initiatives,"Diversity Equity and Inclusion Initiatives, Medical Science and Research, Cultural Sensitivity, Health Equity, Informed Consent, Clinical Trials, Social Determinants Of Health, Clinical Research, Clinical Research Ethics, Health Disparities, Cultural Diversity, Diversity Awareness, Healthcare Ethics, Diversity Training",41,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Diversity Equity and Inclusion Initiatives; Medical Science and Research; Cultural Sensitivity; Health Equity; Informed Consent,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,-0.32779273737871384,0.05481052454229171,0.03333333333333333,42
Arabic for Beginners: Communicating in Arabic Culture,-1.6149369941014122,Vocabulary,"Vocabulary, Grammar, Writing, Cultural Sensitivity, Oral Comprehension, Oral Expression, Language Learning",20,"Focus on enriching your vocabulary and cultural understanding.
Focus on enriching your vocabulary and cultural understan",Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Vocabulary; Grammar; Writing; Cultural Sensitivity; Oral Comprehension,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.2731636362964902,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,-1.6149369941014122,0.7472897278888524,0.1,7
