course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C039,When Disaster Meets Conflict,Arts And Humanities,Intermediate,15,Full Stack,Community Development,"Community Development, Ethical Standards And Conduct, International Relations, Emergency Response, Conflict Management, Case Studies, Risk Analysis, Research, Mitigation, Climate Change Adaptation, Risk Management, Crisis Intervention, Policy Development, Socioeconomics, Policy Analysis",79,,https://www.coursera.org/learn/whendisastermeetsconflict,Introduces key concepts and practical applications of None.,Arts And Humanities,High,High,Intermediate,Arts And Humanities,Community Development; Ethical Standards And Conduct; International Relations; Emergency Response; Conflict Management,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,15,15,15
C040,The Teacher's Social and Emotional Learning,Social Sciences,Advanced,24,AI Engineer,Relationship Building,"Relationship Building, Growth Mindedness, Self-Awareness, Resilience, Persistence, Empathy, Teaching",56,"Explore the place of sadness and related emotions in teaching
Explore the place of sadness and related emotions in teach",https://www.coursera.org/learn/teachers-social-emotional-learning,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Advanced,Social Sciences,Relationship Building; Growth Mindedness; Self-Awareness; Resilience; Persistence,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,7,24,7
C041,Sustainability Challenges for the Planet and Employers,Physical Science And Engineering,Advanced,37,AI Engineer,Environmental Engineering,"Environmental Engineering, Waste Minimization, Student Engagement, Sustainable Architecture, Interactive Learning, Climate Change Adaptation, Environmental Issue, Sustainability Reporting, Sustainability Standards, Business Communication, Sustainable Technologies, Training Programs, Goal Setting, Sustainable Development, Professional Development, Key Performance Indicators (KPIs), Sustainable Business, Construction, Problem Solving, Corporate Sustainability",31,,https://www.coursera.org/learn/sustainability-challenges-for-planet-and-employers,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Environmental Engineering; Waste Minimization; Student Engagement; Sustainable Architecture; Interactive Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,20,37,20
C042,Data Interpretation & Insights: Exam & Recruitment Prep,Math And Logic,Intermediate,48,Full Stack,Analytical Skills,"Analytical Skills, Deductive Reasoning, Data Presentation, Data Analysis, Decision Making, Data-Driven Decision-Making, Data Visualization, Numerical Analysis, Data Literacy, Logical Reasoning, Complex Problem Solving, Case Studies",60,"Solve any Data Interpretation or Data Sufficiency question in competitive tests
Solve any Data Interpretation or Data Su",https://www.coursera.org/learn/data-interpretation-and-insight,Introduces key concepts and practical applications of None.,Math And Logic,High,High,Intermediate,Math And Logic,Analytical Skills; Deductive Reasoning; Data Presentation; Data Analysis; Decision Making,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,12,48,12
C043,Representation in Clinical Trials,Health,Intermediate,30,ML Engineer,Diversity Equity and Inclusion Initiatives,"Diversity Equity and Inclusion Initiatives, Medical Science and Research, Cultural Sensitivity, Health Equity, Informed Consent, Clinical Trials, Social Determinants Of Health, Clinical Research, Clinical Research Ethics, Health Disparities, Cultural Diversity, Diversity Awareness, Healthcare Ethics, Diversity Training",41,,https://www.coursera.org/learn/representation-clinical-trials,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Diversity Equity and Inclusion Initiatives; Medical Science and Research; Cultural Sensitivity; Health Equity; Informed Consent,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,30,14
C044,Arabic for Beginners: Communicating in Arabic Culture,Language Learning,Beginner,10,Backend Developer,Vocabulary,"Vocabulary, Grammar, Writing, Cultural Sensitivity, Oral Comprehension, Oral Expression, Language Learning",20,"Focus on enriching your vocabulary and cultural understanding.
Focus on enriching your vocabulary and cultural understan",https://www.coursera.org/learn/arabic-for-beginners-2-communicating-in-arabic-culture,Introduces key concepts and practical applications of None.,Language Learning,High,High,Beginner,Language Learning,Vocabulary; Grammar; Writing; Cultural Sensitivity; Oral Comprehension,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,7,10,7
C045,Digital Governance,Social Sciences,Intermediate,55,ML Engineer,Governance,"Governance, Market Dynamics, Law, Regulation, and Compliance, Emerging Technologies, Digital Transformation, E-Commerce, Complex Problem Solving, Economics, Political Sciences, Artificial Intelligence, Data Governance, Automation, Public Administration, Technology Solutions, Legal Technology",58,,https://www.coursera.org/learn/digitalgovernance,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Governance; Market Dynamics; Law; Regulation; and Compliance,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,17,55,17
C046,The Harder Side of Science Communication,Social Sciences,Beginner,13,AI Engineer,Research,"Research, Communication, Science and Research, Education and Training, Decision Making, Human Learning, Behavioral Economics, Teaching, Critical Thinking, Scientific Methods, Motivational Interviewing, Learning Theory, Instructional Design, Research Methodologies, Psychology, Communication Strategies",9,"Describe the field of the learning sciences.
Describe the field of the learning sciences.
Describe and compare different",https://www.coursera.org/learn/the-harder-side-of-science-communication,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Beginner,Social Sciences,Research; Communication; Science and Research; Education and Training; Decision Making,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,16,13,16
C047,Global Trends for Business and Society,Social Sciences,Intermediate,11,Data Scientist,Trend Analysis,"Trend Analysis, Global Marketing, Financial Systems, Political Sciences, Market Trend, Business Economics, Governance, Socioeconomics, Demography, Social Sciences, Economics, International Relations, Cultural Diversity, Systems Thinking",13,,https://www.coursera.org/learn/wharton-global-trends-business,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Trend Analysis; Global Marketing; Financial Systems; Political Sciences; Market Trend,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,11,14
C048,How to Network: Leading Yourself to Lead Others,Personal Development,Advanced,52,AI Engineer,Business,"Business, Relationship Building, Goal Setting, Initiative and Leadership, Leadership, Personal Development, Strategic Leadership, General Networking, Branding, Self-Awareness, Growth Mindedness, Professional Development",51,"Build a networking mindset.
Build a networking mindset.
Create your own action plan to live out your purpose, both perso",https://www.coursera.org/learn/how-to-network,Introduces key concepts and practical applications of None.,Personal Development,High,High,Advanced,Personal Development,Business; Relationship Building; Goal Setting; Initiative and Leadership; Leadership,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,12,52,12
C049,Networking Fundamentals & Network Access,Information Technology,Intermediate,10,Backend Developer,General Networking,"General Networking, TCP/IP, Virtual Local Area Network (VLAN), Command-Line Interface, Network Infrastructure, Network Security, Network Protocols, Network Administration, Dynamic Host Configuration Protocol (DHCP), Computer Networking, Wireless Networks, Network Switches, Network Architecture, Local Area Networks, OSI Models, Network Routing",22,"Understand the roles of network components and their functions in a network
Understand the roles of network components a",https://www.coursera.org/learn/packt-networking-fundamentals-network-access-uthia,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,General Networking; TCP/IP; Virtual Local Area Network (VLAN); Command-Line Interface; Network Infrastructure,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,16,10,16
C050,Explore the Mechanical Designer Role,Physical Science And Engineering,Advanced,40,Full Stack,Computer-Aided Design,"Computer-Aided Design, Technical Drawing, Engineering Design Process, Product Development, Manufacturing and Production, Product Engineering, Engineering Drawings, 3D Modeling, Assembly Drawing, Mechanical Engineering, Mechanical Design",21,"-	Design parts & surface geometries
-	Design parts & surface geometries
- 	Build sheet metal parts
- 	Build sheet metal ",https://www.coursera.org/learn/explore-the-mechanical-designer-role,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Computer-Aided Design; Technical Drawing; Engineering Design Process; Product Development; Manufacturing and Production,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,40,11
